time,precipitation_sum (mm),,,,,town
03/03/2022,0.6,,,,,Marsabit
04/03/2022,0,,,,,Marsabit
05/03/2022,0,,,,,Marsabit
06/03/2022,0,,,,,Marsabit
07/03/2022,0,,,,,Marsabit
08/03/2022,0,,,,,Marsabit
09/03/2022,0,,,,,Marsabit
10/03/2022,0,,,,,Marsabit
11/03/2022,0,,,,,Marsabit
12/03/2022,0.1,,,,,Marsabit
13/03/2022,0,,,,,Marsabit
14/03/2022,0,,,,,Marsabit
15/03/2022,0.4,,,,,Marsabit
16/03/2022,0.1,,,,,Marsabit
17/03/2022,0.2,,,,,Marsabit
18/03/2022,0.1,,,,,Marsabit
19/03/2022,0,,,,,Marsabit
20/03/2022,0,,,,,Marsabit
21/03/2022,0,,,,,Marsabit
22/03/2022,0,,,,,Marsabit
23/03/2022,0,,,,,Marsabit
24/03/2022,0.4,,,,,Marsabit
25/03/2022,0.2,,,,,Marsabit
26/03/2022,0.7,,,,,Marsabit
27/03/2022,0.6,,,,,Marsabit
28/03/2022,0.5,,,,,Marsabit
29/03/2022,0.4,,,,,Marsabit
30/03/2022,0.8,,,,,Marsabit
31/03/2022,2.3,,,,,Marsabit
01/04/2022,1,,,,,Marsabit
02/04/2022,1.3,,,,,Marsabit
03/04/2022,1.8,,,,,Marsabit
04/04/2022,0.1,,,,,Marsabit
05/04/2022,0.1,,,,,Marsabit
06/04/2022,0.2,,,,,Marsabit
07/04/2022,0,,,,,Marsabit
08/04/2022,0.1,,,,,Marsabit
09/04/2022,0.5,,,,,Marsabit
10/04/2022,0.4,,,,,Marsabit
11/04/2022,0,,,,,Marsabit
12/04/2022,0.9,,,,,Marsabit
13/04/2022,0.8,,,,,Marsabit
14/04/2022,1.4,,,,,Marsabit
15/04/2022,3.1,,,,,Marsabit
16/04/2022,2.2,,,,,Marsabit
17/04/2022,1.5,,,,,Marsabit
18/04/2022,0.4,,,,,Marsabit
19/04/2022,1,,,,,Marsabit
20/04/2022,1,,,,,Marsabit
21/04/2022,2.3,,,,,Marsabit
22/04/2022,1.8,,,,,Marsabit
23/04/2022,1.2,,,,,Marsabit
24/04/2022,1.1,,,,,Marsabit
25/04/2022,0.1,,,,,Marsabit
26/04/2022,14.6,,,,,Marsabit
27/04/2022,1.1,,,,,Marsabit
28/04/2022,10.6,,,,,Marsabit
29/04/2022,3.9,,,,,Marsabit
30/04/2022,2.3,,,,,Marsabit
01/05/2022,1.3,,,,,Marsabit
02/05/2022,0.5,,,,,Marsabit
03/05/2022,1.5,,,,,Marsabit
04/05/2022,0.4,,,,,Marsabit
05/05/2022,0.4,,,,,Marsabit
06/05/2022,0,,,,,Marsabit
07/05/2022,1.5,,,,,Marsabit
08/05/2022,0.2,,,,,Marsabit
09/05/2022,0.2,,,,,Marsabit
10/05/2022,0,,,,,Marsabit
11/05/2022,0,,,,,Marsabit
12/05/2022,0,,,,,Marsabit
13/05/2022,0,,,,,Marsabit
14/05/2022,0,,,,,Marsabit
15/05/2022,0,,,,,Marsabit
16/05/2022,0.2,,,,,Marsabit
17/05/2022,0,,,,,Marsabit
18/05/2022,0.1,,,,,Marsabit
19/05/2022,0,,,,,Marsabit
20/05/2022,0,,,,,Marsabit
21/05/2022,0.1,,,,,Marsabit
22/05/2022,0,,,,,Marsabit
23/05/2022,0,,,,,Marsabit
24/05/2022,0,,,,,Marsabit
25/05/2022,1.1,,,,,Marsabit
26/05/2022,0.4,,,,,Marsabit
27/05/2022,0.3,,,,,Marsabit
28/05/2022,0,,,,,Marsabit
29/05/2022,0.6,,,,,Marsabit
30/05/2022,0.1,,,,,Marsabit
31/05/2022,0,,,,,Marsabit
01/06/2022,1.7,,,,,Marsabit
02/06/2022,3.4,,,,,Marsabit
03/06/2022,0.1,,,,,Marsabit
04/06/2022,0,,,,,Marsabit
05/06/2022,0,,,,,Marsabit
06/06/2022,0,,,,,Marsabit
07/06/2022,0,,,,,Marsabit
08/06/2022,0.6,,,,,Marsabit
09/06/2022,0,,,,,Marsabit
10/06/2022,0,,,,,Marsabit
11/06/2022,0,,,,,Marsabit
12/06/2022,0,,,,,Marsabit
13/06/2022,0,,,,,Marsabit
14/06/2022,0,,,,,Marsabit
15/06/2022,0,,,,,Marsabit
16/06/2022,0,,,,,Marsabit
17/06/2022,0.5,,,,,Marsabit
18/06/2022,0,,,,,Marsabit
19/06/2022,0.2,,,,,Marsabit
20/06/2022,0.2,,,,,Marsabit
21/06/2022,0.1,,,,,Marsabit
22/06/2022,0,,,,,Marsabit
23/06/2022,0,,,,,Marsabit
24/06/2022,0,,,,,Marsabit
25/06/2022,0.1,,,,,Marsabit
26/06/2022,0,,,,,Marsabit
27/06/2022,0,,,,,Marsabit
28/06/2022,0,,,,,Marsabit
29/06/2022,0,,,,,Marsabit
30/06/2022,0,,,,,Marsabit
01/07/2022,0,,,,,Marsabit
02/07/2022,0,,,,,Marsabit
03/07/2022,0,,,,,Marsabit
04/07/2022,0,,,,,Marsabit
05/07/2022,0,,,,,Marsabit
06/07/2022,0,,,,,Marsabit
07/07/2022,0,,,,,Marsabit
08/07/2022,0,,,,,Marsabit
09/07/2022,0,,,,,Marsabit
10/07/2022,0,,,,,Marsabit
11/07/2022,0,,,,,Marsabit
12/07/2022,0.2,,,,,Marsabit
13/07/2022,0,,,,,Marsabit
14/07/2022,0,,,,,Marsabit
15/07/2022,0,,,,,Marsabit
16/07/2022,0.3,,,,,Marsabit
17/07/2022,0,,,,,Marsabit
18/07/2022,0,,,,,Marsabit
19/07/2022,0,,,,,Marsabit
20/07/2022,0.1,,,,,Marsabit
21/07/2022,0.4,,,,,Marsabit
22/07/2022,0,,,,,Marsabit
23/07/2022,0,,,,,Marsabit
24/07/2022,0,,,,,Marsabit
25/07/2022,0,,,,,Marsabit
26/07/2022,0,,,,,Marsabit
27/07/2022,0,,,,,Marsabit
28/07/2022,0,,,,,Marsabit
29/07/2022,0,,,,,Marsabit
30/07/2022,0,,,,,Marsabit
31/07/2022,0.2,,,,,Marsabit
01/08/2022,0.2,,,,,Marsabit
02/08/2022,0.3,,,,,Marsabit
03/08/2022,0,,,,,Marsabit
04/08/2022,0,,,,,Marsabit
05/08/2022,0,,,,,Marsabit
06/08/2022,0,,,,,Marsabit
07/08/2022,0,,,,,Marsabit
08/08/2022,0,,,,,Marsabit
09/08/2022,0,,,,,Marsabit
10/08/2022,0,,,,,Marsabit
11/08/2022,1.1,,,,,Marsabit
12/08/2022,0.3,,,,,Marsabit
13/08/2022,0,,,,,Marsabit
14/08/2022,0,,,,,Marsabit
15/08/2022,0.3,,,,,Marsabit
16/08/2022,0.3,,,,,Marsabit
17/08/2022,0,,,,,Marsabit
18/08/2022,0,,,,,Marsabit
19/08/2022,0,,,,,Marsabit
20/08/2022,0,,,,,Marsabit
21/08/2022,0.2,,,,,Marsabit
22/08/2022,0,,,,,Marsabit
23/08/2022,0,,,,,Marsabit
24/08/2022,0,,,,,Marsabit
25/08/2022,0,,,,,Marsabit
26/08/2022,0,,,,,Marsabit
27/08/2022,0,,,,,Marsabit
28/08/2022,0,,,,,Marsabit
29/08/2022,0,,,,,Marsabit
30/08/2022,0,,,,,Marsabit
31/08/2022,0,,,,,Marsabit
01/09/2022,0,,,,,Marsabit
02/09/2022,0,,,,,Marsabit
03/09/2022,0,,,,,Marsabit
04/09/2022,0,,,,,Marsabit
05/09/2022,0.9,,,,,Marsabit
06/09/2022,0.8,,,,,Marsabit
07/09/2022,0,,,,,Marsabit
08/09/2022,0,,,,,Marsabit
09/09/2022,0,,,,,Marsabit
10/09/2022,0,,,,,Marsabit
11/09/2022,0,,,,,Marsabit
12/09/2022,0,,,,,Marsabit
13/09/2022,0.8,,,,,Marsabit
14/09/2022,0,,,,,Marsabit
15/09/2022,0,,,,,Marsabit
16/09/2022,0,,,,,Marsabit
17/09/2022,0,,,,,Marsabit
18/09/2022,0,,,,,Marsabit
19/09/2022,0,,,,,Marsabit
20/09/2022,3.4,,,,,Marsabit
21/09/2022,0,,,,,Marsabit
22/09/2022,0,,,,,Marsabit
23/09/2022,0,,,,,Marsabit
24/09/2022,0,,,,,Marsabit
25/09/2022,0,,,,,Marsabit
26/09/2022,0.2,,,,,Marsabit
27/09/2022,0,,,,,Marsabit
28/09/2022,0,,,,,Marsabit
29/09/2022,0,,,,,Marsabit
30/09/2022,0,,,,,Marsabit
01/10/2022,0,,,,,Marsabit
02/10/2022,0,,,,,Marsabit
03/10/2022,0,,,,,Marsabit
04/10/2022,0,,,,,Marsabit
05/10/2022,0,,,,,Marsabit
06/10/2022,0.1,,,,,Marsabit
07/10/2022,1.3,,,,,Marsabit
08/10/2022,0,,,,,Marsabit
09/10/2022,0,,,,,Marsabit
10/10/2022,0,,,,,Marsabit
11/10/2022,0,,,,,Marsabit
12/10/2022,0,,,,,Marsabit
13/10/2022,0,,,,,Marsabit
14/10/2022,0,,,,,Marsabit
15/10/2022,0,,,,,Marsabit
16/10/2022,0.6,,,,,Marsabit
17/10/2022,1.6,,,,,Marsabit
18/10/2022,2.6,,,,,Marsabit
19/10/2022,1.1,,,,,Marsabit
20/10/2022,0,,,,,Marsabit
21/10/2022,1,,,,,Marsabit
22/10/2022,0,,,,,Marsabit
23/10/2022,0,,,,,Marsabit
24/10/2022,0,,,,,Marsabit
25/10/2022,1.2,,,,,Marsabit
26/10/2022,2,,,,,Marsabit
27/10/2022,2.3,,,,,Marsabit
28/10/2022,1.5,,,,,Marsabit
29/10/2022,1,,,,,Marsabit
30/10/2022,0.9,,,,,Marsabit
31/10/2022,1.8,,,,,Marsabit
01/11/2022,1.4,,,,,Marsabit
02/11/2022,3.4,,,,,Marsabit
03/11/2022,3.3,,,,,Marsabit
04/11/2022,1.4,,,,,Marsabit
05/11/2022,2.1,,,,,Marsabit
06/11/2022,1.7,,,,,Marsabit
07/11/2022,1.1,,,,,Marsabit
08/11/2022,1.2,,,,,Marsabit
09/11/2022,0.9,,,,,Marsabit
10/11/2022,0.6,,,,,Marsabit
11/11/2022,2.1,,,,,Marsabit
12/11/2022,0.4,,,,,Marsabit
13/11/2022,2.9,,,,,Marsabit
14/11/2022,0.9,,,,,Marsabit
15/11/2022,1.4,,,,,Marsabit
16/11/2022,1.4,,,,,Marsabit
17/11/2022,0.4,,,,,Marsabit
18/11/2022,0.4,,,,,Marsabit
19/11/2022,4,,,,,Marsabit
20/11/2022,0.5,,,,,Marsabit
21/11/2022,0.6,,,,,Marsabit
22/11/2022,0.2,,,,,Marsabit
23/11/2022,0.9,,,,,Marsabit
24/11/2022,2,,,,,Marsabit
25/11/2022,1,,,,,Marsabit
26/11/2022,0.4,,,,,Marsabit
27/11/2022,0.9,,,,,Marsabit
28/11/2022,0.6,,,,,Marsabit
29/11/2022,1.2,,,,,Marsabit
30/11/2022,1.4,,,,,Marsabit
01/12/2022,0.4,,,,,Marsabit
02/12/2022,0.6,,,,,Marsabit
03/12/2022,2.5,,,,,Marsabit
04/12/2022,1.2,,,,,Marsabit
05/12/2022,0.4,,,,,Marsabit
06/12/2022,0.4,,,,,Marsabit
07/12/2022,0.5,,,,,Marsabit
08/12/2022,0.5,,,,,Marsabit
09/12/2022,2.1,,,,,Marsabit
10/12/2022,10.5,,,,,Marsabit
11/12/2022,0.8,,,,,Marsabit
12/12/2022,0.3,,,,,Marsabit
13/12/2022,0.7,,,,,Marsabit
14/12/2022,0.9,,,,,Marsabit
15/12/2022,0.5,,,,,Marsabit
16/12/2022,0,,,,,Marsabit
17/12/2022,0.4,,,,,Marsabit
18/12/2022,0,,,,,Marsabit
19/12/2022,0,,,,,Marsabit
20/12/2022,0,,,,,Marsabit
21/12/2022,0.3,,,,,Marsabit
22/12/2022,1,,,,,Marsabit
23/12/2022,0.1,,,,,Marsabit
24/12/2022,0.4,,,,,Marsabit
25/12/2022,0.5,,,,,Marsabit
26/12/2022,1.6,,,,,Marsabit
27/12/2022,0.8,,,,,Marsabit
28/12/2022,1.5,,,,,Marsabit
29/12/2022,0.9,,,,,Marsabit
30/12/2022,0.2,,,,,Marsabit
31/12/2022,0,,,,,Marsabit
01/01/2023,0.8,,,,,Marsabit
02/01/2023,2.7,,,,,Marsabit
03/01/2023,2.4,,,,,Marsabit
04/01/2023,0,,,,,Marsabit
05/01/2023,0,,,,,Marsabit
06/01/2023,0,,,,,Marsabit
07/01/2023,0,,,,,Marsabit
08/01/2023,0.2,,,,,Marsabit
09/01/2023,0.4,,,,,Marsabit
10/01/2023,0.5,,,,,Marsabit
11/01/2023,0.6,,,,,Marsabit
12/01/2023,0,,,,,Marsabit
13/01/2023,0,,,,,Marsabit
14/01/2023,0,,,,,Marsabit
15/01/2023,0,,,,,Marsabit
16/01/2023,0.8,,,,,Marsabit
17/01/2023,0,,,,,Marsabit
18/01/2023,0,,,,,Marsabit
19/01/2023,0,,,,,Marsabit
20/01/2023,0,,,,,Marsabit
21/01/2023,0,,,,,Marsabit
22/01/2023,0.2,,,,,Marsabit
23/01/2023,0.7,,,,,Marsabit
24/01/2023,0.3,,,,,Marsabit
25/01/2023,0,,,,,Marsabit
26/01/2023,0,,,,,Marsabit
27/01/2023,0,,,,,Marsabit
28/01/2023,0,,,,,Marsabit
29/01/2023,0,,,,,Marsabit
30/01/2023,0,,,,,Marsabit
31/01/2023,0.5,,,,,Marsabit
01/02/2023,0.1,,,,,Marsabit
02/02/2023,0,,,,,Marsabit
03/02/2023,0.1,,,,,Marsabit
04/02/2023,0.2,,,,,Marsabit
05/02/2023,0,,,,,Marsabit
06/02/2023,0,,,,,Marsabit
07/02/2023,0,,,,,Marsabit
08/02/2023,0,,,,,Marsabit
09/02/2023,0,,,,,Marsabit
10/02/2023,0,,,,,Marsabit
11/02/2023,0,,,,,Marsabit
12/02/2023,0,,,,,Marsabit
13/02/2023,0,,,,,Marsabit
14/02/2023,0,,,,,Marsabit
15/02/2023,0,,,,,Marsabit
16/02/2023,0,,,,,Marsabit
17/02/2023,0.1,,,,,Marsabit
18/02/2023,0.1,,,,,Marsabit
19/02/2023,0.4,,,,,Marsabit
20/02/2023,0,,,,,Marsabit
21/02/2023,0,,,,,Marsabit
22/02/2023,0,,,,,Marsabit
23/02/2023,0,,,,,Marsabit
24/02/2023,0.3,,,,,Marsabit
25/02/2023,0.1,,,,,Marsabit
26/02/2023,0,,,,,Marsabit
27/02/2023,0,,,,,Marsabit
28/02/2023,0,,,,,Marsabit
01/03/2023,0,,,,,Marsabit
02/03/2023,0.1,,,,,Marsabit
03/03/2023,0,,,,,Marsabit
04/03/2023,0,,,,,Marsabit
05/03/2023,0,,,,,Marsabit
06/03/2023,0,,,,,Marsabit
07/03/2023,0.4,,,,,Marsabit
08/03/2023,0.3,,,,,Marsabit
09/03/2023,0,,,,,Marsabit
10/03/2023,0,,,,,Marsabit
11/03/2023,0,,,,,Marsabit
12/03/2023,0.6,,,,,Marsabit
13/03/2023,0.8,,,,,Marsabit
14/03/2023,1.8,,,,,Marsabit
15/03/2023,10.6,,,,,Marsabit
16/03/2023,3.2,,,,,Marsabit
17/03/2023,2.9,,,,,Marsabit
18/03/2023,6.3,,,,,Marsabit
19/03/2023,1.9,,,,,Marsabit
20/03/2023,32.1,,,,,Marsabit
21/03/2023,3.7,,,,,Marsabit
22/03/2023,6.6,,,,,Marsabit
23/03/2023,2.5,,,,,Marsabit
24/03/2023,4.7,,,,,Marsabit
25/03/2023,5.3,,,,,Marsabit
26/03/2023,7.2,,,,,Marsabit
27/03/2023,2.4,,,,,Marsabit
28/03/2023,5.1,,,,,Marsabit
29/03/2023,3.2,,,,,Marsabit
30/03/2023,1.6,,,,,Marsabit
31/03/2023,1.1,,,,,Marsabit
01/04/2023,0.7,,,,,Marsabit
02/04/2023,0.1,,,,,Marsabit
03/04/2023,2.3,,,,,Marsabit
04/04/2023,0.2,,,,,Marsabit
05/04/2023,2.7,,,,,Marsabit
06/04/2023,0.2,,,,,Marsabit
07/04/2023,1,,,,,Marsabit
08/04/2023,3.6,,,,,Marsabit
09/04/2023,1.8,,,,,Marsabit
10/04/2023,2.2,,,,,Marsabit
11/04/2023,2.6,,,,,Marsabit
12/04/2023,1.5,,,,,Marsabit
13/04/2023,2.4,,,,,Marsabit
14/04/2023,3.1,,,,,Marsabit
15/04/2023,1.8,,,,,Marsabit
16/04/2023,18.5,,,,,Marsabit
17/04/2023,2.5,,,,,Marsabit
18/04/2023,4.6,,,,,Marsabit
19/04/2023,0.9,,,,,Marsabit
20/04/2023,1.2,,,,,Marsabit
21/04/2023,1.4,,,,,Marsabit
22/04/2023,6.1,,,,,Marsabit
23/04/2023,1.6,,,,,Marsabit
24/04/2023,0.9,,,,,Marsabit
25/04/2023,4.1,,,,,Marsabit
26/04/2023,0.3,,,,,Marsabit
27/04/2023,3.1,,,,,Marsabit
28/04/2023,6.5,,,,,Marsabit
29/04/2023,0.1,,,,,Marsabit
30/04/2023,7.4,,,,,Marsabit
01/05/2023,6.2,,,,,Marsabit
02/05/2023,1.5,,,,,Marsabit
03/05/2023,1.2,,,,,Marsabit
04/05/2023,1.9,,,,,Marsabit
05/05/2023,2.3,,,,,Marsabit
06/05/2023,0.2,,,,,Marsabit
07/05/2023,1.8,,,,,Marsabit
08/05/2023,0.9,,,,,Marsabit
09/05/2023,0.8,,,,,Marsabit
10/05/2023,1.4,,,,,Marsabit
11/05/2023,0.5,,,,,Marsabit
12/05/2023,0,,,,,Marsabit
13/05/2023,0.8,,,,,Marsabit
14/05/2023,0,,,,,Marsabit
15/05/2023,0,,,,,Marsabit
16/05/2023,0,,,,,Marsabit
17/05/2023,0.2,,,,,Marsabit
18/05/2023,1.4,,,,,Marsabit
19/05/2023,0,,,,,Marsabit
20/05/2023,0,,,,,Marsabit
21/05/2023,0,,,,,Marsabit
22/05/2023,0.5,,,,,Marsabit
23/05/2023,0.8,,,,,Marsabit
24/05/2023,0.1,,,,,Marsabit
25/05/2023,0,,,,,Marsabit
26/05/2023,0.6,,,,,Marsabit
27/05/2023,0.5,,,,,Marsabit
28/05/2023,0.3,,,,,Marsabit
29/05/2023,0.5,,,,,Marsabit
30/05/2023,0.3,,,,,Marsabit
31/05/2023,0.3,,,,,Marsabit
01/06/2023,0.4,,,,,Marsabit
02/06/2023,2.7,,,,,Marsabit
03/06/2023,0.7,,,,,Marsabit
04/06/2023,0.4,,,,,Marsabit
05/06/2023,0,,,,,Marsabit
06/06/2023,4.1,,,,,Marsabit
07/06/2023,0,,,,,Marsabit
08/06/2023,0,,,,,Marsabit
09/06/2023,0.1,,,,,Marsabit
10/06/2023,0.2,,,,,Marsabit
11/06/2023,0,,,,,Marsabit
12/06/2023,0,,,,,Marsabit
13/06/2023,0,,,,,Marsabit
14/06/2023,0.6,,,,,Marsabit
15/06/2023,0,,,,,Marsabit
16/06/2023,0,,,,,Marsabit
17/06/2023,0,,,,,Marsabit
18/06/2023,0,,,,,Marsabit
19/06/2023,0,,,,,Marsabit
20/06/2023,0.1,,,,,Marsabit
21/06/2023,0,,,,,Marsabit
22/06/2023,0,,,,,Marsabit
23/06/2023,0.1,,,,,Marsabit
24/06/2023,0,,,,,Marsabit
25/06/2023,0,,,,,Marsabit
26/06/2023,0,,,,,Marsabit
27/06/2023,0,,,,,Marsabit
28/06/2023,0,,,,,Marsabit
29/06/2023,0,,,,,Marsabit
30/06/2023,0.7,,,,,Marsabit
01/07/2023,1.6,,,,,Marsabit
02/07/2023,1.8,,,,,Marsabit
03/07/2023,2.4,,,,,Marsabit
04/07/2023,4.4,,,,,Marsabit
05/07/2023,0,,,,,Marsabit
06/07/2023,0,,,,,Marsabit
07/07/2023,0.2,,,,,Marsabit
08/07/2023,0,,,,,Marsabit
09/07/2023,0,,,,,Marsabit
10/07/2023,0,,,,,Marsabit
11/07/2023,0,,,,,Marsabit
12/07/2023,0,,,,,Marsabit
13/07/2023,0,,,,,Marsabit
14/07/2023,0,,,,,Marsabit
15/07/2023,0.3,,,,,Marsabit
16/07/2023,0,,,,,Marsabit
17/07/2023,0,,,,,Marsabit
18/07/2023,0,,,,,Marsabit
19/07/2023,0,,,,,Marsabit
20/07/2023,0.7,,,,,Marsabit
21/07/2023,0,,,,,Marsabit
22/07/2023,0,,,,,Marsabit
23/07/2023,0.7,,,,,Marsabit
24/07/2023,0,,,,,Marsabit
25/07/2023,0,,,,,Marsabit
26/07/2023,0,,,,,Marsabit
27/07/2023,0,,,,,Marsabit
28/07/2023,0,,,,,Marsabit
29/07/2023,0,,,,,Marsabit
30/07/2023,0,,,,,Marsabit
31/07/2023,0.5,,,,,Marsabit
01/08/2023,1.1,,,,,Marsabit
02/08/2023,0,,,,,Marsabit
03/08/2023,0.3,,,,,Marsabit
04/08/2023,0.4,,,,,Marsabit
05/08/2023,0,,,,,Marsabit
06/08/2023,0,,,,,Marsabit
07/08/2023,0,,,,,Marsabit
08/08/2023,0,,,,,Marsabit
09/08/2023,0.1,,,,,Marsabit
10/08/2023,0.1,,,,,Marsabit
11/08/2023,0,,,,,Marsabit
12/08/2023,0,,,,,Marsabit
13/08/2023,0,,,,,Marsabit
14/08/2023,0,,,,,Marsabit
15/08/2023,0,,,,,Marsabit
16/08/2023,0,,,,,Marsabit
17/08/2023,0,,,,,Marsabit
18/08/2023,0.2,,,,,Marsabit
19/08/2023,0,,,,,Marsabit
20/08/2023,0,,,,,Marsabit
21/08/2023,0.2,,,,,Marsabit
22/08/2023,0.5,,,,,Marsabit
23/08/2023,0,,,,,Marsabit
24/08/2023,0,,,,,Marsabit
25/08/2023,0,,,,,Marsabit
26/08/2023,0,,,,,Marsabit
27/08/2023,0,,,,,Marsabit
28/08/2023,0,,,,,Marsabit
29/08/2023,0.3,,,,,Marsabit
30/08/2023,0.9,,,,,Marsabit
31/08/2023,2.3,,,,,Marsabit
01/09/2023,0,,,,,Marsabit
02/09/2023,0,,,,,Marsabit
03/09/2023,0,,,,,Marsabit
04/09/2023,0,,,,,Marsabit
05/09/2023,0,,,,,Marsabit
06/09/2023,0.6,,,,,Marsabit
07/09/2023,3,,,,,Marsabit
08/09/2023,0,,,,,Marsabit
09/09/2023,0,,,,,Marsabit
10/09/2023,0,,,,,Marsabit
11/09/2023,0.3,,,,,Marsabit
12/09/2023,0.4,,,,,Marsabit
13/09/2023,0.3,,,,,Marsabit
14/09/2023,0,,,,,Marsabit
15/09/2023,0.8,,,,,Marsabit
16/09/2023,0,,,,,Marsabit
17/09/2023,0,,,,,Marsabit
18/09/2023,0,,,,,Marsabit
19/09/2023,0.8,,,,,Marsabit
20/09/2023,0,,,,,Marsabit
21/09/2023,0.7,,,,,Marsabit
22/09/2023,0,,,,,Marsabit
23/09/2023,0,,,,,Marsabit
24/09/2023,0,,,,,Marsabit
25/09/2023,0,,,,,Marsabit
26/09/2023,0.2,,,,,Marsabit
27/09/2023,0,,,,,Marsabit
28/09/2023,0,,,,,Marsabit
29/09/2023,0,,,,,Marsabit
30/09/2023,1.2,,,,,Marsabit
01/10/2023,0.2,,,,,Marsabit
02/10/2023,0,,,,,Marsabit
03/10/2023,0,,,,,Marsabit
04/10/2023,3.2,,,,,Marsabit
05/10/2023,0.2,,,,,Marsabit
06/10/2023,0.3,,,,,Marsabit
07/10/2023,0.2,,,,,Marsabit
08/10/2023,0,,,,,Marsabit
09/10/2023,0,,,,,Marsabit
10/10/2023,0.2,,,,,Marsabit
11/10/2023,0,,,,,Marsabit
12/10/2023,0.6,,,,,Marsabit
13/10/2023,0,,,,,Marsabit
14/10/2023,0,,,,,Marsabit
15/10/2023,1.1,,,,,Marsabit
16/10/2023,2.5,,,,,Marsabit
17/10/2023,1.8,,,,,Marsabit
18/10/2023,0.8,,,,,Marsabit
19/10/2023,6.8,,,,,Marsabit
20/10/2023,7.3,,,,,Marsabit
21/10/2023,4,,,,,Marsabit
22/10/2023,1.6,,,,,Marsabit
23/10/2023,0,,,,,Marsabit
24/10/2023,1.1,,,,,Marsabit
25/10/2023,1.9,,,,,Marsabit
26/10/2023,7.1,,,,,Marsabit
27/10/2023,11.5,,,,,Marsabit
28/10/2023,16.4,,,,,Marsabit
29/10/2023,4.3,,,,,Marsabit
30/10/2023,8.3,,,,,Marsabit
31/10/2023,0.9,,,,,Marsabit
01/11/2023,6.6,,,,,Marsabit
02/11/2023,5.1,,,,,Marsabit
03/11/2023,4.1,,,,,Marsabit
04/11/2023,6.1,,,,,Marsabit
05/11/2023,5,,,,,Marsabit
06/11/2023,8.7,,,,,Marsabit
07/11/2023,2,,,,,Marsabit
08/11/2023,4.9,,,,,Marsabit
09/11/2023,0.6,,,,,Marsabit
10/11/2023,0.2,,,,,Marsabit
11/11/2023,1.1,,,,,Marsabit
12/11/2023,4.1,,,,,Marsabit
13/11/2023,12.9,,,,,Marsabit
14/11/2023,3.8,,,,,Marsabit
15/11/2023,2.5,,,,,Marsabit
16/11/2023,4.6,,,,,Marsabit
17/11/2023,2.9,,,,,Marsabit
18/11/2023,5.8,,,,,Marsabit
19/11/2023,11.6,,,,,Marsabit
20/11/2023,0.4,,,,,Marsabit
21/11/2023,1.7,,,,,Marsabit
22/11/2023,1.1,,,,,Marsabit
23/11/2023,1.3,,,,,Marsabit
24/11/2023,1.1,,,,,Marsabit
25/11/2023,3.3,,,,,Marsabit
26/11/2023,8,,,,,Marsabit
27/11/2023,0.4,,,,,Marsabit
28/11/2023,0.1,,,,,Marsabit
29/11/2023,0.4,,,,,Marsabit
30/11/2023,0,,,,,Marsabit
01/12/2023,0,,,,,Marsabit
02/12/2023,0,,,,,Marsabit
03/12/2023,0.7,,,,,Marsabit
04/12/2023,0,,,,,Marsabit
05/12/2023,0,,,,,Marsabit
06/12/2023,0,,,,,Marsabit
07/12/2023,0.4,,,,,Marsabit
08/12/2023,2.4,,,,,Marsabit
09/12/2023,0.1,,,,,Marsabit
10/12/2023,0.6,,,,,Marsabit
11/12/2023,0.2,,,,,Marsabit
12/12/2023,1.2,,,,,Marsabit
13/12/2023,2.8,,,,,Marsabit
14/12/2023,0.7,,,,,Marsabit
15/12/2023,3.7,,,,,Marsabit
16/12/2023,0.9,,,,,Marsabit
17/12/2023,0,,,,,Marsabit
18/12/2023,0,,,,,Marsabit
19/12/2023,0,,,,,Marsabit
20/12/2023,0,,,,,Marsabit
21/12/2023,0,,,,,Marsabit
22/12/2023,0.2,,,,,Marsabit
23/12/2023,0.6,,,,,Marsabit
24/12/2023,2.3,,,,,Marsabit
25/12/2023,0.2,,,,,Marsabit
26/12/2023,1,,,,,Marsabit
27/12/2023,0,,,,,Marsabit
28/12/2023,1.5,,,,,Marsabit
29/12/2023,1.8,,,,,Marsabit
30/12/2023,1.3,,,,,Marsabit
31/12/2023,0.4,,,,,Marsabit
01/01/2024,2.4,,,,,Marsabit
02/01/2024,0.3,,,,,Marsabit
03/01/2024,0,,,,,Marsabit
04/01/2024,0.5,,,,,Marsabit
05/01/2024,0,,,,,Marsabit
06/01/2024,0.4,,,,,Marsabit
07/01/2024,0,,,,,Marsabit
08/01/2024,0,,,,,Marsabit
09/01/2024,0,,,,,Marsabit
10/01/2024,0,,,,,Marsabit
11/01/2024,0,,,,,Marsabit
12/01/2024,0.3,,,,,Marsabit
13/01/2024,0.3,,,,,Marsabit
14/01/2024,0,,,,,Marsabit
15/01/2024,0.1,,,,,Marsabit
16/01/2024,0.6,,,,,Marsabit
17/01/2024,0.4,,,,,Marsabit
18/01/2024,7.4,,,,,Marsabit
19/01/2024,0.2,,,,,Marsabit
20/01/2024,19.7,,,,,Marsabit
21/01/2024,0,,,,,Marsabit
22/01/2024,0,,,,,Marsabit
23/01/2024,0,,,,,Marsabit
24/01/2024,0,,,,,Marsabit
25/01/2024,0.5,,,,,Marsabit
26/01/2024,1.4,,,,,Marsabit
27/01/2024,0.2,,,,,Marsabit
28/01/2024,0.6,,,,,Marsabit
